Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Ricky Davis,SF,28,MIA,82,47,2963,5.1,11.8,.433,1.6,4.0,.405,3.5,7.8,.447,1.9,2.4,.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.7
102,Carlos Delfino,SG,25,TOR,82,0,1928,4.7,11.8,.397,2.2,5.9,.382,2.4,5.9,.412,2.2,2.9,.744,1.2,5.5,6.7,2.7,1.3,0.2,1.4,3.3,13.8
103,Luol Deng,SF,22,CHI,63,59,2128,7.3,15.2,.479,0.1,0.4,.364,7.1,14.8,.482,3.5,4.5,.770,2.3,4.4,6.7,2.6,1.0,0.5,2.0,2.0,18.1
104,Boris Diaw,PF,25,PHO,82,19,2308,4.8,10.1,.477,0.2,0.6,.317,4.6,9.4,.488,1.5,2.0,.744,1.5,4.4,5.9,4.9,1.0,0.6,2.4,2.6,11.3
105,Yakhouba Diawara,SG,25,DEN,54,14,542,3.7,8.9,.410,1.4,4.4,.318,2.3,4.5,.500,1.5,2.1,.710,1.5,2.6,4.1,2.5,0.5,0.2,1.1,4.1,10.2
106,Guillermo Díaz,SG,22,LAC,6,0,18,2.0,8.0,.250,0.0,2.0,.000,2.0,6.0,.333,6.0,10.0,.600,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0
107,Dan Dickau,PG,29,LAC,67,8,1040,4.3,10.2,.419,1.2,3.7,.333,3.0,6.5,.468,2.4,2.8,.829,0.5,2.9,3.4,6.0,1.1,0.1,1.9,3.7,12.2
108,Kaniel Dickens,PF,29,CLE,5,0,12,3.0,9.0,.333,0.0,0.0,,3.0,9.0,.333,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0
109,Travis Diener,PG,25,IND,66,21,1356,4.2,11.4,.370,2.0,6.2,.318,2.3,5.2,.431,1.7,1.9,.901,0.7,2.4,3.1,6.7,0.9,0.1,1.5,2.8,12.1
110,Ike Diogu,PF,24,IND,30,1,305,7.6,15.8,.478,0.0,0.0,,7.6,15.8,.478,4.7,5.5,.851,4.5,5.5,10.0,1.2,0.8,0.4,2.4,5.1,19.8
111,DeSagana Diop,C,26,TOT,79,23,1295,2.6,5.0,.522,0.0,0.0,,2.6,5.0,.522,1.1,1.9,.543,4.4,6.4,10.9,1.1,0.7,2.4,1.6,4.1,6.3
111,DeSagana Diop,C,26,DAL,52,18,894,2.7,4.6,.583,0.0,0.0,,2.7,4.6,.583,1.0,1.6,.600,4.5,6.4,10.9,1.0,0.8,2.5,1.7,4.0,6.4
111,DeSagana Diop,C,26,NJN,27,5,401,2.4,5.8,.415,0.0,0.0,,2.4,5.8,.415,1.3,2.7,.467,4.4,6.6,11.0,1.3,0.5,2.2,1.4,4.1,6.1
112,Juan Dixon,PG,29,TOT,53,0,668,5.7,13.9,.411,1.6,3.9,.417,4.1,10.0,.409,1.1,1.4,.808,0.8,3.2,4.0,5.2,1.1,0.1,2.9,3.3,14.2
112,Juan Dixon,PG,29,TOR,36,0,424,5.0,13.6,.369,1.4,3.3,.436,3.6,10.3,.347,1.5,1.6,.947,0.8,3.2,4.0,5.5,1.8,0.2,3.0,3.2,13.0
112,Juan Dixon,PG,29,DET,17,0,244,6.9,14.5,.480,1.9,4.9,.394,5.0,9.6,.523,0.4,1.0,.429,0.9,3.2,4.1,4.7,0.0,0.0,2.8,3.5,16.2
113,Michael Doleac,C,30,MIN,24,8,257,3.9,8.8,.444,0.0,0.0,,3.9,8.8,.444,0.1,0.3,.500,2.2,4.6,6.9,1.0,1.4,1.4,1.7,6.2,8.0
114,Keyon Dooling,PG,27,ORL,72,1,1334,5.3,11.4,.468,0.6,1.8,.338,4.7,9.7,.492,4.4,5.2,.845,0.2,2.5,2.7,3.6,1.0,0.1,1.6,3.5,15.7
115,Quincy Douby,PG,23,SAC,74,0,876,5.4,13.8,.394,1.7,5.0,.344,3.7,8.8,.423,2.0,2.1,.923,0.7,2.7,3.4,2.2,1.2,0.5,2.4,3.3,14.5
116,Jared Dudley,PF,22,CHA,73,14,1384,4.2,9.1,.468,0.2,1.1,.220,4.0,8.0,.502,2.3,3.1,.737,3.1,4.3,7.4,2.1,1.4,0.3,1.3,3.3,11.0
117,Chris Duhon,PG,25,CHI,66,18,1490,3.2,8.3,.387,1.3,3.7,.348,1.9,4.6,.418,1.6,1.9,.813,0.5,2.3,2.8,6.4,1.2,0.0,1.7,2.2,9.3
118,Tim Duncan*,C,31,SAS,78,78,2651,7.9,16.0,.497,0.0,0.1,.000,7.9,15.9,.498,4.6,6.3,.730,3.2,8.7,12.0,3.0,0.8,2.1,2.4,2.5,20.5
119,Mike Dunleavy,SG,27,IND,82,82,2953,6.5,13.6,.476,2.0,4.7,.424,4.5,8.9,.504,4.1,4.9,.834,0.7,4.4,5.2,3.5,1.0,0.4,2.3,2.5,19.1
120,Ronald Dupree,SF,27,TOT,5,0,21,1.7,5.1,.333,0.0,0.0,,1.7,5.1,.333,3.4,3.4,1.000,1.7,12.0,13.7,1.7,1.7,0.0,0.0,0.0,6.9
120,Ronald Dupree,SF,27,DET,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Ronald Dupree,SF,27,SEA,4,0,18,2.0,6.0,.333,0.0,0.0,,2.0,6.0,.333,4.0,4.0,1.000,2.0,14.0,16.0,2.0,2.0,0.0,0.0,0.0,8.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Kevin Durant,SG,19,SEA,80,80,2768,7.6,17.8,.430,0.8,2.7,.288,6.9,15.1,.455,5.1,5.8,.873,0.9,3.6,4.5,2.5,1.0,1.0,3.0,1.6,21.1
122,Monta Ellis,SG,22,GSW,81,72,3071,7.6,14.4,.531,0.1,0.6,.231,7.5,13.8,.545,3.8,4.9,.767,1.6,3.2,4.7,3.7,1.5,0.3,2.0,2.3,19.2
123,Francisco Elson,C,31,TOT,63,5,813,4.1,10.5,.390,0.0,0.0,.000,4.1,10.4,.391,1.2,1.6,.703,2.2,6.6,8.9,1.1,0.7,0.9,2.1,4.3,9.3
123,Francisco Elson,C,31,SAS,41,3,534,4.2,10.0,.419,0.0,0.0,,4.2,10.0,.419,1.3,1.6,.833,2.2,6.9,9.1,1.1,0.6,0.9,2.0,4.2,9.7
123,Francisco Elson,C,31,SEA,22,2,279,3.9,11.4,.341,0.0,0.1,.000,3.9,11.2,.345,0.8,1.7,.462,2.2,6.2,8.4,1.0,0.8,0.8,2.2,4.4,8.5
124,Melvin Ely,C,29,NOH,52,1,621,4.9,10.4,.472,0.0,0.0,,4.9,10.4,.472,1.9,3.4,.552,1.6,6.8,8.4,1.3,0.4,1.0,2.4,4.6,11.7
125,Maurice Evans,SG,29,TOT,75,47,1720,5.5,11.4,.481,1.7,4.4,.388,3.8,7.0,.539,1.2,1.7,.711,1.9,2.6,4.6,1.7,1.0,0.2,0.8,3.0,13.9
125,Maurice Evans,SG,29,LAL,7,0,96,3.4,10.5,.321,0.4,2.6,.143,3.0,7.9,.381,4.5,5.6,.800,1.5,1.9,3.4,4.5,1.9,0.4,0.0,3.7,11.6
125,Maurice Evans,SG,29,ORL,68,47,1624,5.6,11.5,.489,1.8,4.5,.396,3.8,7.0,.549,1.0,1.5,.691,2.0,2.7,4.6,1.5,0.9,0.2,0.9,2.9,14.0
126,Reggie Evans,PF,27,PHI,81,61,1879,2.9,6.6,.439,0.0,0.0,1.000,2.9,6.6,.438,2.3,4.9,.467,4.3,7.4,11.7,1.2,1.6,0.2,2.1,4.1,8.1
127,Jordan Farmar,PG,21,LAL,82,0,1690,6.2,13.4,.461,2.4,6.5,.371,3.8,6.9,.546,1.1,1.7,.679,0.8,3.1,3.9,4.8,1.6,0.1,2.3,2.2,16.0
128,Nick Fazekas,PF,22,TOT,26,0,269,6.2,11.0,.561,0.0,0.3,.000,6.2,10.7,.575,2.0,2.9,.682,4.6,7.4,11.9,1.5,1.1,1.5,1.7,3.3,14.3
128,Nick Fazekas,PF,22,DAL,4,0,9,8.0,20.0,.400,0.0,0.0,,8.0,20.0,.400,0.0,0.0,,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0
128,Nick Fazekas,PF,22,LAC,22,0,260,6.1,10.7,.571,0.0,0.3,.000,6.1,10.4,.587,2.1,3.0,.682,4.6,7.3,11.9,1.5,1.1,1.5,1.8,3.5,14.3
129,Raymond Felton,PG,23,CHA,79,79,2972,5.0,12.1,.413,0.7,2.4,.280,4.3,9.7,.447,3.1,3.9,.800,0.4,2.4,2.9,7.1,1.2,0.1,2.6,2.2,13.8
130,Kyrylo Fesenko,C,21,UTA,9,0,70,3.1,8.2,.375,0.0,0.0,,3.1,8.2,.375,1.0,2.1,.500,7.2,5.7,12.9,1.0,0.0,1.5,4.1,9.8,7.2
131,Michael Finley,SG,34,SAS,82,61,2204,5.1,12.4,.414,2.2,5.8,.370,3.0,6.6,.453,1.0,1.3,.800,0.4,3.7,4.1,1.9,0.5,0.2,0.9,1.5,13.5
132,Derek Fisher,PG,33,LAL,82,82,2249,5.4,12.4,.436,1.8,4.4,.406,3.6,8.0,.453,2.7,3.0,.883,0.4,2.3,2.7,3.8,1.4,0.0,1.4,3.0,15.3
133,T.J. Ford,PG,24,TOR,51,26,1199,7.4,15.7,.469,0.5,1.5,.294,6.9,14.2,.488,3.3,3.8,.880,0.7,2.3,3.0,9.4,1.6,0.0,3.1,2.8,18.5
134,Jeff Foster,C,31,IND,77,52,1884,3.9,7.1,.550,0.0,0.1,.000,3.9,7.1,.554,1.6,2.8,.593,5.0,7.7,12.8,2.5,1.1,0.6,1.2,4.2,9.5
135,Randy Foye,PG,24,MIN,39,31,1259,5.7,13.2,.429,1.7,4.2,.412,3.9,9.0,.436,1.5,1.9,.815,0.4,3.3,3.7,4.7,1.0,0.1,2.3,2.9,14.6
136,Adonal Foyle,C,32,ORL,82,0,774,3.3,7.1,.458,0.0,0.0,,3.3,7.1,.458,0.7,1.6,.471,3.3,6.4,9.7,0.8,0.7,2.1,1.5,4.4,7.3
137,Richie Frahm,SG,30,LAC,10,2,163,4.4,11.9,.370,1.5,5.5,.280,2.9,6.4,.448,0.0,0.4,.000,0.9,2.2,3.1,1.8,0.4,0.0,1.3,1.5,10.4
138,Steve Francis,PG,30,HOU,10,3,199,3.4,10.3,.333,0.7,3.1,.235,2.7,7.2,.375,2.4,4.2,.565,1.4,2.7,4.2,5.4,1.6,0.9,2.5,4.5,9.9
139,Channing Frye,C,24,POR,78,20,1342,5.9,12.2,.488,0.1,0.3,.300,5.8,11.9,.492,2.3,2.9,.780,2.9,6.6,9.5,1.5,0.8,0.7,1.5,5.6,14.2
140,Dan Gadzuric,C,29,MIL,51,4,534,4.3,10.4,.416,0.0,0.1,.000,4.3,10.3,.418,2.2,4.2,.524,4.5,5.2,9.7,0.7,1.3,1.6,2.3,5.6,10.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Jorge Garbajosa,PF,30,TOR,7,0,74,3.9,12.2,.320,2.9,7.8,.375,1.0,4.4,.222,0.0,0.0,,1.0,6.3,7.3,1.5,1.5,0.0,0.5,1.0,10.7
142,Francisco García,SF,26,SAC,79,20,2096,6.0,12.9,.463,1.9,5.0,.391,4.0,8.0,.508,2.8,3.6,.779,0.9,3.6,4.5,2.2,1.6,0.9,2.2,4.0,16.7
143,Thomas Gardner,SG,22,CHI,4,0,45,7.2,18.4,.391,2.4,9.6,.250,4.8,8.8,.545,0.0,1.6,.000,2.4,0.8,3.2,0.8,0.0,0.0,3.2,3.2,16.8
144,Kevin Garnett*,PF,31,BOS,71,71,2328,8.3,15.3,.539,0.0,0.2,.000,8.3,15.1,.545,4.2,5.2,.801,2.1,8.0,10.1,3.8,1.5,1.4,2.1,2.5,20.7
145,Pat Garrity,PF,31,ORL,31,0,284,3.4,10.1,.338,1.0,4.7,.216,2.4,5.5,.442,0.5,0.6,.800,1.1,4.4,5.6,1.6,0.8,0.1,2.2,4.4,8.4
146,Pau Gasol*,C,27,TOT,66,66,2351,7.3,13.6,.534,0.1,0.2,.250,7.2,13.4,.539,4.5,5.5,.807,2.4,6.1,8.5,3.2,0.5,1.5,1.9,2.1,19.1
146,Pau Gasol*,C,27,MEM,39,39,1433,7.0,14.0,.501,0.1,0.4,.267,6.9,13.6,.507,4.4,5.4,.819,2.4,6.2,8.6,2.9,0.4,1.4,2.0,2.1,18.5
146,Pau Gasol*,C,27,LAL,27,27,918,7.7,13.1,.589,0.0,0.0,.000,7.7,13.0,.590,4.5,5.8,.789,2.4,5.9,8.3,3.7,0.5,1.6,1.7,2.1,19.9
147,Rudy Gay,SF,21,MEM,81,81,3000,7.5,16.3,.461,1.6,4.6,.346,5.9,11.6,.507,3.0,3.8,.785,1.7,4.3,6.0,1.9,1.3,0.9,2.3,2.8,19.6
148,Mickaël Gelabale,SG,24,SEA,39,0,465,5.3,12.2,.439,1.2,2.9,.432,4.1,9.3,.442,1.1,1.4,.778,1.2,3.3,4.5,2.6,0.8,0.7,2.1,2.4,13.0
149,Devean George,SF,30,DAL,53,4,821,3.2,9.1,.357,1.0,3.0,.324,2.3,6.1,.374,1.1,1.5,.706,1.2,4.8,6.0,1.5,0.8,0.6,1.1,3.9,8.5
150,Daniel Gibson,PG,21,CLE,58,26,1765,4.1,9.5,.432,2.4,5.5,.440,1.7,4.0,.421,1.7,2.1,.810,0.6,2.1,2.7,3.0,1.0,0.3,1.6,3.3,12.3
151,Eddie Gill,PG,29,TOT,14,1,154,2.8,7.2,.387,1.2,3.5,.333,1.6,3.7,.438,2.1,2.1,1.000,0.2,4.9,5.1,5.1,1.6,0.5,2.1,4.2,8.9
151,Eddie Gill,PG,29,NJN,13,1,149,2.9,7.0,.414,1.2,3.4,.357,1.7,3.6,.467,2.2,2.2,1.000,0.2,5.1,5.3,5.1,1.7,0.5,1.9,4.3,9.2
151,Eddie Gill,PG,29,SEA,1,0,5,0.0,14.4,.000,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,7.2,0.0,0.0
152,Manu Ginóbili*,SG,30,SAS,74,23,2299,7.1,15.4,.460,2.4,6.1,.401,4.7,9.3,.499,6.0,6.9,.860,1.0,4.6,5.5,5.2,1.7,0.5,3.1,2.7,22.6
153,Gordan Giriček,SG,30,TOT,56,0,831,5.8,13.1,.440,1.6,4.3,.364,4.2,8.8,.478,1.0,1.1,.885,0.7,3.5,4.2,2.7,1.0,0.2,2.3,3.6,14.1
153,Gordan Giriček,SG,30,UTA,22,0,279,5.3,13.2,.402,1.5,4.4,.353,3.7,8.8,.426,0.1,0.1,1.000,0.8,3.2,4.0,2.1,1.7,0.1,2.7,3.1,12.3
153,Gordan Giriček,SG,30,PHI,12,0,110,4.3,13.4,.317,1.6,4.9,.333,2.6,8.5,.308,2.0,2.6,.750,0.3,4.3,4.6,3.6,1.0,0.3,2.6,2.9,12.1
153,Gordan Giriček,SG,30,PHO,22,0,442,6.4,13.0,.497,1.5,4.1,.380,4.9,8.9,.550,1.3,1.4,.941,0.7,3.4,4.2,2.9,0.7,0.2,1.9,4.0,15.7
154,Ryan Gomes,PF,25,MIN,82,74,2434,5.8,12.7,.457,0.9,2.6,.330,4.9,10.0,.491,2.8,3.4,.830,2.0,5.1,7.0,2.1,1.0,0.1,1.4,2.3,15.3
155,Drew Gooden,PF,26,TOT,69,65,2122,5.6,12.6,.449,0.0,0.1,.000,5.6,12.5,.452,2.7,3.6,.753,3.0,7.0,10.0,1.4,0.8,0.9,2.1,3.4,14.0
155,Drew Gooden,PF,26,CLE,51,51,1564,5.3,12.0,.444,0.0,0.1,.000,5.3,12.0,.446,2.5,3.5,.728,2.7,7.0,9.7,1.2,0.8,0.7,2.1,3.3,13.2
155,Drew Gooden,PF,26,CHI,18,14,558,6.5,14.0,.461,0.0,0.2,.000,6.5,13.8,.467,3.4,4.1,.813,3.7,7.0,10.8,2.0,0.8,1.5,2.0,3.8,16.3
156,Ben Gordon,SG,24,CHI,72,27,2291,7.3,16.8,.434,2.2,5.4,.410,5.1,11.4,.445,4.2,4.6,.908,0.6,2.8,3.5,3.3,0.9,0.1,2.4,2.7,21.0
157,Marcin Gortat,C,23,ORL,6,0,41,7.0,14.9,.471,0.0,0.0,,7.0,14.9,.471,1.8,2.6,.667,7.0,7.0,14.0,1.8,0.9,0.9,1.8,3.5,15.8
158,Joey Graham,SF,25,TOR,38,3,331,5.3,12.3,.434,0.2,0.3,.667,5.1,12.0,.427,4.1,4.9,.844,2.0,5.3,7.3,1.6,0.3,0.0,2.5,5.1,15.0
159,Stephen Graham,SF,25,IND,22,0,128,9.6,16.3,.586,2.0,3.9,.500,7.6,12.4,.614,3.4,4.5,.750,1.1,5.1,6.2,2.5,1.1,0.3,2.8,3.9,24.5
160,Danny Granger,SF,24,IND,80,80,2876,6.7,15.1,.446,2.1,5.3,.404,4.6,9.8,.468,4.0,4.7,.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Aaron Gray,C,23,CHI,61,1,613,6.0,12.0,.505,0.0,0.1,.000,6.0,11.9,.507,3.3,5.8,.566,4.1,5.8,9.9,2.4,1.2,0.9,3.3,6.9,15.4
162,Gerald Green,SF,22,TOT,30,0,362,5.2,15.0,.344,1.5,3.9,.385,3.7,11.1,.330,3.4,4.1,.829,1.3,5.1,6.4,2.9,0.8,0.4,3.2,4.5,15.2
162,Gerald Green,SF,22,MIN,29,0,358,4.9,14.9,.331,1.5,3.9,.385,3.4,11.0,.312,3.4,4.1,.829,1.1,5.1,6.2,2.9,0.8,0.4,3.2,4.3,14.8
162,Gerald Green,SF,22,HOU,1,0,4,27.0,27.0,1.000,0.0,0.0,,27.0,27.0,1.000,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,54.0
163,Jeff Green,SF,21,SEA,80,52,2253,5.1,12.0,.427,0.3,1.2,.276,4.8,10.8,.444,2.8,3.8,.744,1.6,4.4,6.1,1.9,0.7,0.8,2.5,3.2,13.4
164,Taurean Green,SG-PG,21,TOT,17,0,74,3.4,12.2,.280,1.0,5.4,.182,2.4,6.8,.357,5.4,5.8,.917,0.0,4.9,4.9,5.4,1.0,0.0,4.4,2.4,13.1
164,Taurean Green,PG,21,POR,8,0,44,3.3,13.1,.250,0.8,6.5,.125,2.5,6.5,.375,6.5,6.5,1.000,0.0,3.3,3.3,6.5,0.8,0.0,5.7,2.5,13.9
164,Taurean Green,SG,21,DEN,9,0,30,3.6,10.8,.333,1.2,3.6,.333,2.4,7.2,.333,3.6,4.8,.750,0.0,7.2,7.2,3.6,1.2,0.0,2.4,2.4,12.0
165,Willie Green,SG,26,PHI,74,74,1970,6.9,15.9,.436,0.9,3.3,.285,6.0,12.6,.475,2.0,2.7,.757,0.6,2.7,3.3,2.8,1.0,0.4,2.0,2.2,16.8
166,Orien Greene,SG,25,SAC,7,2,61,1.8,6.5,.273,0.0,0.6,.000,1.8,5.9,.300,0.0,0.0,,0.0,3.5,3.5,1.8,1.8,0.6,4.1,5.3,3.5
167,Adrian Griffin,SG-SF,33,TOT,35,2,307,3.5,8.9,.395,0.0,0.0,,3.5,8.9,.395,0.6,1.1,.556,3.3,3.6,6.9,3.2,2.0,0.2,2.5,3.2,7.6
167,Adrian Griffin,SG,33,CHI,22,2,222,3.9,9.7,.400,0.0,0.0,,3.9,9.7,.400,0.5,1.1,.429,3.1,2.9,6.0,3.6,1.9,0.2,2.6,3.1,8.3
167,Adrian Griffin,SF,33,SEA,13,0,85,2.5,6.8,.375,0.0,0.0,,2.5,6.8,.375,0.8,0.8,1.000,3.8,5.5,9.3,2.1,2.1,0.4,2.1,3.4,5.9
168,Richard Hamilton,SG,29,DET,72,72,2424,7.4,15.3,.484,0.9,2.1,.440,6.5,13.2,.492,2.7,3.3,.833,1.1,2.4,3.5,4.4,1.1,0.1,2.0,2.5,18.5
169,Anfernee Hardaway,SF,36,MIA,16,8,325,2.4,6.6,.367,0.9,2.1,.421,1.6,4.5,.341,0.9,1.0,.889,0.3,3.5,3.9,3.9,2.1,0.1,1.4,2.7,6.6
170,Matt Harpring,SF,31,UTA,76,0,1374,6.2,12.4,.500,0.1,0.3,.200,6.2,12.2,.506,3.8,5.4,.712,2.5,3.8,6.3,2.1,1.2,0.4,2.5,4.2,16.3
171,Al Harrington,C,27,GSW,81,59,2190,6.6,15.2,.434,2.5,6.7,.375,4.1,8.5,.482,2.4,3.1,.774,1.8,5.5,7.2,2.2,1.2,0.3,1.5,4.4,18.1
172,Othella Harrington,C,34,CHA,22,0,166,3.9,9.1,.429,0.0,0.0,,3.9,9.1,.429,2.2,3.5,.625,2.4,6.7,9.1,0.9,0.2,0.9,2.4,7.4,10.0
173,Devin Harris,PG,24,TOT,64,61,2022,5.7,12.3,.463,1.0,3.0,.335,4.7,9.4,.504,4.4,5.4,.824,0.5,2.6,3.1,6.6,1.6,0.2,2.9,3.4,16.8
173,Devin Harris,PG,24,DAL,39,39,1184,5.7,11.8,.483,0.8,2.1,.357,4.9,9.6,.511,4.9,6.0,.821,0.5,2.3,2.8,6.3,1.7,0.1,2.8,3.9,17.0
173,Devin Harris,PG,24,NJN,25,22,838,5.8,13.1,.438,1.3,4.2,.320,4.4,9.0,.493,3.7,4.5,.829,0.5,3.1,3.5,7.0,1.5,0.3,2.9,2.7,16.6
174,Mike Harris,PF,24,HOU,17,0,159,6.1,12.2,.500,0.0,0.5,.000,6.1,11.8,.519,1.8,2.9,.615,5.4,6.8,12.2,0.7,1.4,0.7,2.0,3.6,14.0
175,David Harrison,C,25,IND,55,0,702,4.6,8.7,.529,0.0,0.0,,4.6,8.7,.529,2.5,4.9,.510,2.2,3.8,6.1,0.7,1.0,3.0,3.0,8.4,11.7
176,Jason Hart,PG,29,UTA,57,0,606,3.4,10.7,.322,0.7,1.8,.355,2.8,8.9,.315,2.3,2.7,.844,0.3,3.0,3.3,5.1,1.8,0.2,1.7,4.5,9.8
177,Udonis Haslem,PF,27,MIA,49,48,1805,4.7,10.1,.467,0.0,0.0,,4.7,10.1,.467,2.3,2.8,.810,2.1,6.7,8.8,1.4,0.8,0.4,1.3,2.9,11.7
178,Trenton Hassell,SG,28,TOT,63,6,773,2.7,6.3,.422,0.1,0.4,.222,2.6,5.9,.437,0.3,0.5,.700,0.9,2.9,3.9,1.9,0.6,0.1,1.0,4.2,5.7
178,Trenton Hassell,SG,28,DAL,37,6,463,2.9,6.2,.463,0.1,0.3,.250,2.8,5.9,.474,0.1,0.2,.500,0.9,2.6,3.4,2.0,0.7,0.1,1.1,4.3,5.9
178,Trenton Hassell,SG,28,NJN,26,0,310,2.3,6.4,.364,0.1,0.6,.200,2.2,5.8,.380,0.7,0.9,.750,1.0,3.5,4.5,1.7,0.5,0.2,0.9,4.1,5.5
179,Spencer Hawes,C,19,SAC,71,8,931,5.6,12.3,.459,0.2,0.8,.190,5.5,11.5,.478,1.5,2.2,.655,2.6,6.3,8.9,1.7,0.5,1.5,2.2,4.9,12.9
180,Chuck Hayes,PF,24,HOU,79,44,1575,2.6,5.1,.511,0.0,0.1,.000,2.6,5.0,.518,0.3,0.5,.458,3.0,6.7,9.8,2.1,1.9,1.0,1.4,4.8,5.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
181,Jarvis Hayes,SF,26,DET,82,1,1287,6.1,14.1,.431,2.0,5.4,.376,4.0,8.7,.465,1.3,1.7,.750,1.0,4.0,5.0,1.7,1.3,0.2,1.3,3.8,15.4
182,Brendan Haywood,C,28,WAS,80,80,2228,5.1,9.7,.528,0.0,0.0,,5.1,9.7,.528,3.5,4.8,.735,4.4,4.9,9.3,1.1,0.5,2.1,1.7,3.5,13.7
183,Luther Head,SG,25,HOU,73,17,1379,5.4,12.5,.432,2.1,5.9,.351,3.3,6.6,.504,1.7,2.1,.815,0.5,3.1,3.5,3.6,1.1,0.2,1.8,2.0,14.5
184,Walter Herrmann,PF,28,TOT,45,0,373,5.4,13.9,.389,1.9,6.2,.313,3.5,7.7,.450,2.0,2.4,.840,2.1,4.9,7.0,1.7,0.7,0.1,1.2,2.3,14.8
184,Walter Herrmann,PF,28,CHA,17,0,174,5.2,13.4,.385,1.9,5.4,.346,3.3,8.1,.410,1.9,2.1,.900,2.1,5.4,7.4,0.8,0.8,0.0,0.8,2.5,14.1
184,Walter Herrmann,PF,28,DET,28,0,199,5.6,14.3,.392,2.0,6.9,.289,3.6,7.4,.488,2.2,2.7,.800,2.2,4.5,6.7,2.5,0.5,0.2,1.4,2.2,15.4
185,Nenê,PF,25,DEN,16,1,266,3.9,9.6,.408,0.0,0.1,.000,3.9,9.5,.414,3.7,6.6,.551,4.1,7.7,11.8,2.0,1.2,1.9,2.8,6.2,11.5
186,Grant Hill*,SF,35,PHO,70,68,2222,5.8,11.5,.503,0.5,1.7,.317,5.3,9.9,.535,2.8,3.2,.867,1.2,4.5,5.7,3.3,1.1,0.9,1.6,2.5,14.9
187,Kirk Hinrich,PG,27,CHI,75,72,2380,5.0,12.1,.414,1.3,3.6,.350,3.7,8.4,.442,1.8,2.1,.831,0.4,3.3,3.7,6.8,1.3,0.3,2.4,3.4,13.0
188,Ryan Hollins,PF,23,CHA,60,1,532,3.1,6.4,.489,0.0,0.0,,3.1,6.4,.489,3.7,5.5,.671,3.6,3.7,7.2,0.9,0.7,2.0,1.7,6.5,9.9
189,Al Horford,C,21,ATL,81,77,2540,4.7,9.5,.499,0.0,0.1,.000,4.7,9.4,.502,2.2,3.0,.731,3.5,7.6,11.1,1.8,0.9,1.1,1.9,3.8,11.6
190,Robert Horry,PF,37,SAS,45,5,583,2.3,7.3,.319,1.1,4.3,.257,1.2,3.0,.408,1.1,1.7,.643,2.2,4.6,6.7,2.9,1.3,1.2,1.4,3.4,6.9
191,Eddie House,PG,29,BOS,78,2,1480,5.3,12.9,.409,2.8,7.2,.393,2.4,5.7,.429,0.8,0.9,.917,0.5,3.6,4.1,3.7,1.4,0.2,1.8,2.8,14.2
192,Dwight Howard,C,22,ORL,82,82,3088,6.8,11.4,.599,0.0,0.0,.000,6.8,11.3,.601,6.2,10.5,.590,3.3,10.3,13.5,1.3,0.9,2.1,3.1,3.2,19.8
193,Josh Howard,SF,27,DAL,76,76,2757,7.4,16.3,.455,0.9,2.7,.319,6.5,13.5,.482,4.1,5.0,.813,1.6,5.4,6.9,2.1,0.8,0.4,1.5,2.6,19.8
194,Juwan Howard,PF,34,DAL,50,0,353,2.3,6.5,.359,0.0,0.0,,2.3,6.5,.359,1.1,1.4,.786,2.1,6.1,8.3,1.7,0.5,0.2,1.7,6.3,5.8
