Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
195,Troy Hudson,PG,31,GSW,9,0,93,3.5,12.0,.290,1.5,4.6,.333,1.9,7.4,.263,2.3,2.3,1.000,0.0,2.7,2.7,3.5,1.2,0.0,2.7,1.5,10.8
196,Larry Hughes,PG-SG,29,TOT,68,57,2020,5.4,14.3,.381,1.2,3.5,.345,4.2,10.8,.392,2.7,3.4,.798,0.7,3.4,4.1,3.2,1.8,0.3,2.1,2.5,14.7
196,Larry Hughes,PG,29,CLE,40,32,1210,5.4,14.2,.377,1.3,3.7,.341,4.1,10.5,.389,2.6,3.2,.815,0.8,3.5,4.3,2.8,1.8,0.3,2.1,2.7,14.6
196,Larry Hughes,SG,29,CHI,28,25,810,5.6,14.4,.387,1.1,3.0,.353,4.5,11.3,.396,2.8,3.6,.775,0.5,3.3,3.9,3.9,1.7,0.3,2.0,2.1,14.9
197,Kris Humphries,PF,22,TOR,70,0,925,6.3,13.0,.483,0.0,0.1,.000,6.3,12.9,.486,2.9,4.8,.605,3.5,6.6,10.1,1.1,1.0,1.1,1.8,4.2,15.5
198,Lindsey Hunter,PG,37,DET,24,0,215,3.7,10.7,.344,1.2,4.4,.269,2.5,6.4,.395,1.2,1.5,.778,0.7,1.5,2.2,5.5,2.2,0.3,2.2,5.0,9.7
199,Steven Hunter,C,26,DEN,19,2,120,4.5,8.4,.536,0.0,0.0,,4.5,8.4,.536,2.7,6.0,.450,3.0,5.7,8.7,0.0,0.0,1.8,2.1,6.0,11.7
200,Andre Iguodala,SF,24,PHI,82,82,3242,6.5,14.2,.456,1.1,3.4,.329,5.3,10.8,.496,4.1,5.6,.721,0.9,4.0,5.0,4.3,1.9,0.5,2.4,2.1,18.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,Zydrunas Ilgauskas,C,32,CLE,73,73,2222,6.8,14.2,.474,0.0,0.0,.000,6.8,14.2,.475,3.2,3.9,.802,4.3,6.8,11.0,1.7,0.6,1.9,2.2,4.0,16.7
202,D.J. Mbenga,C,27,TOT,42,0,326,4.3,9.3,.464,0.0,0.0,,4.3,9.3,.464,0.6,1.3,.417,3.1,4.9,8.0,1.1,0.8,2.9,1.3,7.7,9.2
202,D.J. Mbenga,C,27,GSW,16,0,130,2.5,6.4,.391,0.0,0.0,,2.5,6.4,.391,0.3,0.6,.500,3.6,5.0,8.6,1.1,0.8,2.8,1.1,8.9,5.3
202,D.J. Mbenga,C,27,LAL,26,0,196,5.5,11.2,.492,0.0,0.0,,5.5,11.2,.492,0.7,1.8,.400,2.8,4.8,7.5,1.1,0.7,2.9,1.5,7.0,11.8
203,Allen Iverson*,SG,32,DEN,82,82,3424,7.5,16.4,.458,1.0,2.9,.345,6.5,13.5,.482,6.8,8.4,.809,0.5,2.1,2.6,6.2,1.7,0.1,2.6,1.1,22.8
204,Royal Ivey,PG,26,MIL,75,20,1437,3.7,9.5,.394,0.9,2.7,.327,2.9,6.8,.421,2.1,2.9,.726,1.0,2.0,3.0,4.0,1.1,0.2,1.9,4.2,10.5
205,Jarrett Jack,SG,24,POR,82,16,2229,4.3,10.0,.431,1.0,3.1,.342,3.3,6.9,.470,3.5,4.0,.867,0.5,3.3,3.8,5.1,1.0,0.0,2.9,2.1,13.1
206,Bobby Jackson,SG-PG,34,TOT,72,5,1389,5.3,13.1,.403,2.1,5.9,.358,3.2,7.3,.439,1.7,2.1,.790,0.9,3.8,4.7,3.6,1.2,0.1,1.5,2.5,14.3
206,Bobby Jackson,SG,34,NOH,46,0,891,4.7,12.0,.392,2.1,5.8,.368,2.5,6.1,.414,1.6,2.0,.816,0.9,3.5,4.4,3.1,1.3,0.1,1.3,2.4,13.1
206,Bobby Jackson,PG,34,HOU,26,5,498,6.4,15.2,.419,2.0,5.9,.341,4.3,9.3,.469,1.7,2.3,.750,0.7,4.4,5.1,4.6,0.9,0.1,2.0,2.7,16.5
207,Luke Jackson,SF,26,MIA,14,1,228,4.1,12.6,.325,1.7,4.7,.367,2.4,7.9,.300,2.5,3.6,.696,1.1,4.1,5.2,2.7,1.3,0.0,1.4,3.5,12.5
208,Stephen Jackson,SF,29,GSW,73,73,2855,6.2,15.2,.405,2.3,6.3,.363,3.9,8.9,.435,3.9,4.7,.832,0.8,3.2,4.0,3.8,1.2,0.4,2.5,2.2,18.5
209,Casey Jacobsen,SG,26,MEM,53,0,547,2.6,7.6,.339,1.1,4.7,.222,1.5,2.8,.535,0.9,1.1,.765,0.8,3.5,4.3,1.3,0.3,0.1,1.1,2.2,7.0
210,Jerome James,C,32,NYK,2,0,5,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,14.4,14.4,1.000,0.0,21.6,21.6,0.0,0.0,0.0,0.0,0.0,28.8
211,LeBron James,SF,23,CLE,75,74,3027,9.4,19.5,.484,1.3,4.3,.315,8.1,15.3,.531,6.5,9.2,.712,1.6,5.5,7.0,6.4,1.6,1.0,3.0,2.0,26.8
212,Mike James,PG,32,TOT,54,1,720,5.0,14.5,.348,1.5,4.8,.320,3.5,9.6,.363,1.9,2.4,.813,0.7,2.7,3.4,3.0,1.0,0.1,1.8,2.8,13.6
212,Mike James,PG,32,HOU,33,1,537,5.3,15.2,.350,1.6,5.0,.324,3.7,10.2,.362,2.2,2.8,.786,0.7,2.7,3.5,3.6,1.1,0.1,1.9,2.9,14.4
212,Mike James,PG,32,NOH,21,0,183,4.3,12.6,.344,1.4,4.5,.304,3.0,8.1,.366,1.2,1.2,1.000,0.6,2.8,3.3,1.2,0.8,0.0,1.4,2.4,11.2
213,Antawn Jamison,PF,31,WAS,79,79,3061,7.3,16.7,.436,1.4,4.2,.339,5.9,12.5,.468,3.9,5.2,.760,2.5,7.0,9.5,1.4,1.2,0.4,1.3,2.3,19.9
214,Marko Jarić,SG,29,MIN,75,56,2189,3.7,8.7,.430,0.8,2.1,.362,3.0,6.6,.451,2.0,2.7,.742,0.6,3.0,3.7,5.1,1.6,0.5,2.1,3.0,10.2
215,Al Jefferson,C,23,MIN,82,82,2919,8.9,17.8,.500,0.0,0.1,.000,8.9,17.7,.502,3.5,4.9,.721,3.8,7.4,11.2,1.4,0.9,1.5,2.1,2.7,21.3
216,Richard Jefferson,SF,27,NJN,82,82,3200,7.0,14.9,.466,0.9,2.4,.362,6.1,12.5,.486,6.1,7.6,.798,1.0,2.8,3.8,2.8,0.9,0.2,2.2,2.5,20.9
217,Jared Jeffries,SF,26,NYK,73,19,1325,2.9,7.3,.400,0.1,0.7,.160,2.8,6.7,.424,1.3,2.5,.527,3.2,3.4,6.6,1.8,1.0,0.6,1.7,3.6,7.3
218,Yi Jianlian,PF,20,MIL,66,49,1647,4.8,11.4,.421,0.1,0.5,.286,4.7,10.9,.427,2.7,3.2,.841,2.3,5.2,7.5,1.2,0.8,1.2,2.0,3.3,12.4
219,Alexander Johnson,PF,24,MIA,43,6,549,4.0,8.2,.488,0.0,0.0,,4.0,8.2,.488,3.7,5.4,.687,2.1,4.1,6.2,0.9,0.9,0.7,2.8,5.2,11.7
220,Amir Johnson,PF,20,DET,62,0,764,4.3,7.8,.558,0.0,0.0,,4.3,7.8,.558,1.7,2.6,.673,4.1,7.0,11.1,1.4,1.1,3.9,1.8,6.6,10.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
221,Anthony Johnson,PG,33,TOT,69,52,1531,3.6,8.3,.437,1.0,2.2,.452,2.7,6.2,.431,0.8,1.0,.814,0.5,2.7,3.2,6.2,1.2,0.2,2.0,2.7,9.1
221,Anthony Johnson,PG,33,ATL,42,41,1121,3.7,8.6,.431,0.9,2.0,.429,2.8,6.6,.431,0.8,1.0,.813,0.5,2.6,3.1,6.5,1.3,0.3,1.6,2.8,9.1
221,Anthony Johnson,PG,33,SAC,27,11,410,3.5,7.7,.455,1.3,2.6,.500,2.2,5.1,.431,0.8,1.0,.818,0.4,3.0,3.4,5.3,0.9,0.1,3.0,2.5,9.1
222,DerMarr Johnson,SF,27,SAS,5,0,28,9.0,18.0,.500,3.9,11.6,.333,5.1,6.4,.800,0.0,2.6,.000,0.0,1.3,1.3,1.3,1.3,0.0,0.0,5.1,21.9
223,Joe Johnson,SG,26,ATL,82,82,3343,7.0,16.1,.432,1.8,4.8,.381,5.1,11.3,.454,3.4,4.1,.834,0.9,3.1,4.0,5.1,0.9,0.2,2.4,1.8,19.2
224,Linton Johnson,PF,27,TOT,8,0,63,5.1,10.9,.474,0.6,1.7,.333,4.6,9.1,.500,1.1,1.1,1.000,2.9,5.1,8.0,2.3,0.0,0.6,2.9,6.3,12.0
224,Linton Johnson,PF,27,PHO,6,0,53,4.8,9.5,.500,0.7,1.4,.500,4.1,8.2,.500,0.0,0.0,,3.4,5.4,8.8,2.0,0.0,0.7,1.4,6.8,10.2
224,Linton Johnson,PF,27,TOR,2,0,10,7.2,18.0,.400,0.0,3.6,.000,7.2,14.4,.500,7.2,7.2,1.000,0.0,3.6,3.6,3.6,0.0,0.0,10.8,3.6,21.6
225,Bobby Jones,SF,24,TOT,47,2,531,4.1,9.5,.429,1.2,3.6,.340,2.8,5.9,.483,2.7,3.5,.784,2.0,4.3,6.2,1.9,1.0,0.2,1.9,5.8,12.1
225,Bobby Jones,SF,24,DEN,25,0,222,4.2,10.4,.406,1.5,3.7,.391,2.8,6.6,.415,3.7,4.5,.821,1.8,4.4,6.2,1.8,0.8,0.2,2.3,7.5,13.6
225,Bobby Jones,SF,24,MEM,9,2,137,3.7,9.5,.389,0.8,3.4,.231,2.9,6.0,.478,2.4,2.6,.900,2.6,4.5,7.1,2.9,1.3,0.5,1.3,4.5,10.5
225,Bobby Jones,SF,24,HOU,4,0,9,8.0,16.0,.500,0.0,0.0,,8.0,16.0,.500,0.0,0.0,,0.0,4.0,4.0,0.0,4.0,0.0,4.0,12.0,16.0
225,Bobby Jones,SF,24,MIA,6,0,143,4.3,8.1,.531,1.5,3.8,.400,2.8,4.3,.647,2.0,3.3,.615,2.0,4.0,6.0,1.3,0.5,0.0,1.8,4.5,12.1
225,Bobby Jones,SF,24,SAS,3,0,20,1.8,7.2,.250,0.0,3.6,.000,1.8,3.6,.500,0.0,0.0,,0.0,3.6,3.6,1.8,3.6,0.0,1.8,1.8,3.6
226,Dahntay Jones,SG,27,SAC,25,0,206,4.0,9.3,.434,0.2,1.0,.167,3.8,8.2,.468,5.9,8.9,.667,1.2,4.9,6.1,2.1,1.4,1.0,1.7,4.9,14.2
227,Damon Jones,SG,31,CLE,67,3,1336,4.1,9.8,.416,3.1,7.4,.417,1.0,2.3,.414,0.5,0.8,.714,0.1,1.8,1.9,3.4,0.5,0.0,1.0,1.8,11.8
228,Dwayne Jones,PF,24,CLE,56,0,472,1.9,3.6,.532,0.0,0.1,.000,1.9,3.5,.543,2.1,4.4,.483,5.3,5.4,10.7,0.8,0.8,1.9,1.3,6.7,5.9
229,Eddie Jones,SG,36,DAL,47,33,922,2.6,7.0,.367,1.3,4.5,.293,1.2,2.5,.500,0.4,0.5,.714,0.7,4.5,5.2,2.7,1.0,0.3,1.1,2.8,6.9
230,Fred Jones,SG,28,NYK,70,26,1757,3.7,8.9,.421,1.5,3.9,.385,2.2,4.9,.450,1.9,2.6,.746,0.6,2.9,3.5,3.4,1.0,0.4,1.6,2.9,10.9
231,James Jones,SF,27,POR,58,3,1276,4.0,9.2,.437,2.6,5.8,.444,1.5,3.4,.426,2.4,2.8,.878,1.2,3.3,4.5,1.0,0.7,0.4,0.8,2.7,13.1
232,Solomon Jones,PF,23,ATL,35,0,145,3.0,7.4,.400,0.0,0.5,.000,3.0,7.0,.429,2.7,5.0,.550,4.7,5.7,10.4,0.0,0.7,1.2,2.7,7.0,8.7
233,Chris Kaman,C,25,LAC,56,55,2083,5.8,12.1,.483,0.0,0.1,.000,5.8,12.0,.486,3.5,4.6,.762,3.0,9.3,12.3,1.8,0.6,2.7,2.8,3.1,15.2
234,Jason Kapono,SF,26,TOR,81,7,1530,5.7,11.7,.488,1.3,2.8,.483,4.4,8.9,.489,0.9,1.0,.860,0.7,2.1,2.8,1.5,0.8,0.0,1.4,3.1,13.6
235,Coby Karl,SG,24,LAL,17,0,71,4.6,13.2,.346,2.0,6.6,.308,2.5,6.6,.385,4.1,5.1,.800,1.5,5.6,7.1,4.6,2.0,1.0,2.5,2.0,15.2
236,Viktor Khryapa,PF,25,CHI,9,0,105,4.1,10.6,.387,0.0,0.3,.000,4.1,10.3,.400,2.7,4.8,.571,2.1,4.8,6.9,2.7,2.1,0.0,2.1,3.8,11.0
237,Jason Kidd*,PG,34,TOT,80,80,2906,3.8,9.8,.385,1.5,3.9,.381,2.3,6.0,.387,1.7,2.0,.818,1.2,6.3,7.4,10.0,1.7,0.3,3.3,2.0,10.7
237,Jason Kidd*,PG,34,NJN,51,51,1895,3.8,10.4,.366,1.6,4.5,.356,2.2,5.9,.374,1.7,2.1,.820,1.1,6.7,7.8,10.1,1.4,0.3,3.5,1.7,11.0
237,Jason Kidd*,PG,34,DAL,29,29,1011,3.7,8.7,.426,1.2,2.7,.461,2.5,6.0,.411,1.6,1.9,.815,1.3,5.4,6.7,9.8,2.2,0.4,2.9,2.7,10.2
238,Tarence Kinsey,SG,23,MEM,11,0,96,6.0,14.2,.421,1.1,2.6,.429,4.9,11.6,.419,1.9,2.3,.833,1.1,3.4,4.5,0.7,1.1,0.0,1.1,4.1,15.0
239,Andrei Kirilenko,SF,26,UTA,72,72,2217,4.5,8.8,.506,0.7,1.9,.379,3.8,6.9,.540,3.2,4.2,.770,2.0,3.5,5.5,4.6,1.4,1.8,2.3,2.7,12.9
240,Linas Kleiza,SF,23,DEN,79,13,1889,5.9,12.6,.472,1.8,5.3,.339,4.1,7.3,.568,3.1,4.1,.770,1.8,4.6,6.3,1.8,0.8,0.4,1.7,3.4,16.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
241,Brevin Knight,PG,32,LAC,74,39,1674,3.0,7.4,.404,0.0,0.1,.000,3.0,7.2,.411,1.3,1.5,.873,0.3,2.7,3.1,7.1,2.2,0.2,1.5,3.4,7.3
242,Kyle Korver,SG-PF,26,TOT,75,0,1732,5.3,12.0,.443,2.3,6.2,.375,3.0,5.8,.516,2.5,2.7,.915,0.4,3.1,3.6,2.1,0.9,0.6,1.6,4.0,15.4
242,Kyle Korver,PF,26,PHI,25,0,657,4.9,12.4,.396,2.1,5.9,.352,2.8,6.5,.437,1.7,1.9,.912,0.7,3.3,4.0,1.8,1.1,0.3,1.5,3.7,13.6
242,Kyle Korver,SG,26,UTA,50,0,1075,5.5,11.7,.474,2.4,6.3,.388,3.1,5.4,.575,2.9,3.2,.917,0.3,3.0,3.3,2.3,0.7,0.8,1.6,4.2,16.4
243,Nenad Krstić,C,24,NJN,45,38,812,5.5,13.3,.410,0.0,0.1,.000,5.5,13.2,.413,2.3,3.1,.754,1.6,7.3,8.9,1.2,0.4,0.8,1.8,4.9,13.2
244,Raef LaFrentz,C,31,POR,39,0,291,3.3,7.5,.443,0.0,0.5,.000,3.3,7.1,.474,1.4,2.4,.579,3.5,4.8,8.3,0.7,1.5,2.1,1.2,7.3,8.0
245,Carl Landry,PF,24,HOU,42,0,711,6.8,11.1,.616,0.0,0.1,.000,6.8,11.0,.619,3.6,5.5,.661,4.9,5.6,10.5,1.1,0.9,0.4,1.3,5.0,17.3
246,Keith Langford,SG,24,SAS,2,0,10,3.6,14.4,.250,0.0,0.0,,3.6,14.4,.250,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,3.6,7.2
247,Stéphane Lasme,PF-SF,25,TOT,16,4,303,3.8,8.4,.451,0.0,0.0,,3.8,8.4,.451,2.3,3.8,.594,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9
247,Stéphane Lasme,SF,25,GSW,1,0,0,,,,,,,,,,,,,,,,,,,,,
247,Stéphane Lasme,PF,25,MIA,15,4,303,3.8,8.4,.451,0.0,0.0,,3.8,8.4,.451,2.3,3.8,.594,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9
248,Acie Law,PG,23,ATL,56,6,865,4.0,9.9,.401,0.3,1.4,.206,3.7,8.4,.433,1.6,2.0,.792,0.5,1.9,2.4,4.7,1.2,0.0,2.3,3.0,9.8
249,David Lee,PF,24,NYK,81,29,2356,5.2,9.4,.552,0.0,0.0,.000,5.2,9.4,.554,3.0,3.6,.819,3.7,7.4,11.1,1.5,0.8,0.4,1.5,3.2,13.4
250,Rashard Lewis,PF,28,ORL,81,81,3076,6.0,13.3,.455,2.6,6.5,.409,3.4,6.8,.498,2.6,3.0,.838,1.1,4.0,5.1,2.3,1.2,0.4,1.6,2.5,17.3
251,Kyle Lowry,PG,21,MEM,82,9,2089,4.4,10.2,.432,0.6,2.4,.257,3.8,7.8,.487,4.2,6.0,.698,0.7,3.6,4.3,5.1,1.6,0.4,2.2,3.2,13.6
252,Tyronn Lue,PG,30,TOT,50,3,736,5.5,12.4,.447,1.9,4.2,.453,3.6,8.2,.443,1.2,1.6,.781,0.4,2.2,2.6,3.6,0.5,0.0,1.3,3.2,14.2
252,Tyronn Lue,PG,30,ATL,33,3,564,5.5,12.5,.439,1.9,4.4,.435,3.6,8.1,.441,1.5,1.8,.857,0.6,2.0,2.6,3.8,0.7,0.0,1.4,2.4,14.4
252,Tyronn Lue,PG,30,DAL,17,0,172,5.7,11.9,.474,1.9,3.6,.529,3.8,8.4,.450,0.2,0.8,.250,0.0,2.7,2.7,3.1,0.0,0.2,1.0,5.9,13.4
253,Mark Madsen,PF,32,MIN,20,6,151,0.7,4.5,.158,0.0,0.0,,0.7,4.5,.158,0.7,2.9,.250,4.3,4.8,9.1,1.0,0.7,0.5,2.1,6.0,2.1
254,Corey Maggette,SF,28,LAC,70,65,2502,6.6,14.4,.458,1.1,2.9,.384,5.5,11.5,.477,8.0,9.8,.812,1.1,4.5,5.7,2.7,1.0,0.1,2.8,3.0,22.3
255,Jamaal Magloire,C,29,TOT,31,2,286,2.3,6.9,.327,0.0,0.0,,2.3,6.9,.327,2.5,5.5,.455,2.4,8.8,11.2,0.9,0.1,1.3,3.8,6.3,7.0
255,Jamaal Magloire,C,29,NJN,24,2,259,2.1,6.8,.306,0.0,0.0,,2.1,6.8,.306,1.9,4.3,.452,2.5,8.8,11.3,1.0,0.0,1.4,3.2,5.8,6.1
255,Jamaal Magloire,C,29,DAL,7,0,27,4.0,8.0,.500,0.0,0.0,,4.0,8.0,.500,8.0,17.3,.462,1.3,9.3,10.7,0.0,1.3,0.0,9.3,10.7,16.0
256,Ian Mahinmi,C,21,SAS,6,0,23,9.4,18.8,.500,0.0,0.0,,9.4,18.8,.500,14.1,14.1,1.000,0.0,7.8,7.8,1.6,0.0,6.3,3.1,6.3,32.9
257,Stephon Marbury,PG,30,NYK,24,19,805,5.0,11.9,.419,1.3,3.3,.378,3.7,8.5,.435,3.7,5.2,.716,0.8,1.9,2.6,5.1,0.9,0.1,2.1,2.5,14.9
258,Shawn Marion,PF,29,TOT,63,62,2315,6.2,12.2,.508,1.0,3.1,.333,5.2,9.2,.567,1.6,2.3,.707,2.1,7.9,10.0,2.1,1.9,1.3,1.3,2.3,15.1
258,Shawn Marion,PF,29,PHO,47,47,1713,6.4,12.1,.526,1.2,3.5,.347,5.2,8.6,.599,1.6,2.3,.713,1.8,7.9,9.8,2.1,2.0,1.5,1.0,2.5,15.6
258,Shawn Marion,PF,29,MIA,16,15,602,5.7,12.5,.459,0.5,1.9,.258,5.3,10.6,.494,1.7,2.5,.690,3.0,7.7,10.7,2.4,1.8,0.9,2.2,2.0,13.7
259,Sean Marks,C,32,PHO,19,0,130,6.4,11.9,.535,0.3,1.1,.250,6.1,10.8,.564,3.3,5.3,.632,2.5,7.5,10.0,1.1,0.8,2.8,2.2,6.4,16.3
260,Donyell Marshall,PF,34,TOT,26,1,340,3.4,10.4,.327,1.6,5.6,.283,1.8,4.8,.378,2.0,2.3,.864,2.5,5.5,8.0,1.1,0.6,1.7,1.6,3.3,10.4
260,Donyell Marshall,PF,34,CLE,11,1,156,3.0,10.2,.295,1.8,5.3,.348,1.2,4.8,.238,1.6,2.1,.778,2.1,4.8,6.9,1.2,0.5,2.1,1.4,3.7,9.5
260,Donyell Marshall,PF,34,SEA,15,0,184,3.7,10.6,.352,1.4,5.9,.233,2.3,4.7,.500,2.3,2.5,.923,2.9,6.1,9.0,1.0,0.8,1.4,1.8,2.9,11.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
261,Darrick Martin,PG,36,TOR,17,0,141,2.6,11.0,.233,0.5,4.1,.125,2.0,6.9,.296,1.3,1.5,.833,0.8,1.0,1.8,5.4,1.5,0.0,0.3,3.1,6.9
262,Kenyon Martin,PF,30,DEN,71,71,2159,6.3,11.7,.538,0.0,0.2,.182,6.2,11.5,.544,2.1,3.5,.580,1.8,5.9,7.7,1.5,1.5,1.4,1.5,3.9,14.6
263,Kevin Martin,SG,24,SAC,61,57,2216,6.8,14.8,.456,1.7,4.3,.402,5.0,10.5,.478,8.2,9.4,.869,0.8,3.7,4.4,2.1,1.0,0.1,2.1,2.4,23.4
264,Desmond Mason,SF,30,MIL,59,56,1702,4.9,10.1,.482,0.0,0.0,,4.9,10.1,.482,2.4,3.7,.659,1.6,3.8,5.4,2.6,0.8,0.6,1.8,2.2,12.1
265,Roger Mason,PG,27,WAS,80,9,1708,5.6,12.6,.443,2.7,6.9,.398,2.9,5.8,.498,1.3,1.5,.873,0.4,2.4,2.7,2.8,0.8,0.4,1.5,3.0,15.3
266,Jason Maxiell,C,24,DET,82,7,1768,4.9,9.1,.538,0.0,0.0,.000,4.9,9.1,.539,3.5,5.5,.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3
267,Rashad McCants,SG,23,MIN,75,24,2020,7.6,16.8,.453,2.5,6.2,.407,5.1,10.6,.481,2.1,2.8,.748,0.9,2.8,3.7,2.9,1.2,0.3,3.1,4.2,19.9
268,Jelani McCoy,C,30,DEN,6,1,33,1.1,1.1,1.000,0.0,0.0,,1.1,1.1,1.000,1.1,2.2,.500,1.1,6.5,7.6,0.0,0.0,5.5,4.4,7.6,3.3
269,Antonio McDyess,PF,33,DET,78,78,2285,4.6,9.5,.488,0.0,0.0,.000,4.6,9.4,.490,1.5,2.5,.622,3.2,7.3,10.5,1.4,1.0,0.8,1.2,3.9,10.8
270,Tracy McGrady*,SG,28,HOU,66,62,2440,8.1,19.3,.419,1.3,4.4,.292,6.8,14.9,.457,3.6,5.3,.684,0.6,4.4,5.0,5.7,1.0,0.4,2.4,1.3,21.1
271,Dominic McGuire,SG,22,WAS,70,1,695,2.0,5.3,.379,0.1,0.3,.167,2.0,5.0,.392,0.7,1.7,.438,2.7,4.5,7.2,2.1,1.0,1.3,2.1,3.9,4.8
272,Jeff McInnis,PG,33,CHA,54,26,1410,2.8,6.4,.434,0.1,0.5,.158,2.7,5.9,.457,0.6,0.8,.767,0.4,2.0,2.5,5.6,0.6,0.1,1.9,3.1,6.2
273,Josh McRoberts,PF,20,POR,8,0,28,7.7,12.9,.600,0.0,1.3,.000,7.7,11.6,.667,0.0,0.0,,2.6,10.3,12.9,2.6,1.3,0.0,2.6,1.3,15.4
274,Chris Mihm,C,28,LAL,23,5,278,4.1,12.3,.337,0.0,0.0,,4.1,12.3,.337,2.3,3.5,.667,3.6,6.3,10.0,1.7,0.5,1.8,2.2,5.4,10.6
275,C.J. Miles,SG,20,UTA,60,13,689,5.9,12.3,.479,1.6,4.0,.390,4.3,8.3,.522,2.1,2.7,.788,0.8,3.2,4.1,2.8,1.7,0.4,1.4,5.1,15.5
276,Darko Miličić,C,22,MEM,70,64,1663,4.7,10.8,.438,0.0,0.0,.000,4.7,10.8,.439,1.5,2.6,.554,2.7,6.4,9.2,1.3,0.7,2.5,2.2,4.0,10.9
277,Andre Miller,PG,31,PHI,82,82,3016,6.8,13.8,.492,0.0,0.4,.088,6.8,13.4,.504,3.1,4.0,.772,1.1,2.7,3.9,6.7,1.3,0.1,2.5,2.2,16.7
278,Brad Miller,C,31,SAC,72,72,2513,4.8,10.4,.463,0.4,1.3,.311,4.4,9.1,.484,3.8,4.4,.848,2.4,7.4,9.8,3.8,1.0,1.1,2.3,3.5,13.8
279,Mike Miller,SG,27,MEM,70,70,2474,6.0,12.0,.502,2.3,5.2,.432,3.8,6.8,.557,2.4,3.1,.774,0.7,6.1,6.8,3.5,0.5,0.2,2.6,2.1,16.7
280,Paul Millsap,PF,22,UTA,82,2,1702,5.4,10.6,.504,0.0,0.1,.000,5.4,10.5,.508,3.3,4.8,.677,3.5,6.2,9.7,1.7,1.5,1.5,1.8,5.7,14.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
281,Yao Ming*,C,27,HOU,55,55,2044,7.6,15.0,.507,0.0,0.0,.000,7.6,15.0,.508,6.1,7.2,.850,3.0,7.4,10.5,2.3,0.4,2.0,3.2,3.0,21.3
282,Cuttino Mobley,SG,32,LAC,77,38,2702,5.0,11.6,.433,0.9,2.6,.349,4.1,9.0,.457,2.2,2.7,.819,0.7,3.0,3.7,2.7,1.0,0.5,1.6,2.0,13.1
283,Nazr Mohammed,C,30,TOT,82,29,1650,5.9,11.5,.515,0.0,0.0,.000,5.9,11.5,.516,2.1,3.6,.583,4.2,6.5,10.8,1.6,1.0,1.3,2.2,5.0,13.9
283,Nazr Mohammed,C,30,DET,21,0,228,4.4,9.3,.475,0.0,0.2,.000,4.4,9.2,.483,2.1,4.7,.433,4.6,6.9,11.5,0.9,1.1,1.3,1.7,5.7,10.9
283,Nazr Mohammed,C,30,CHA,61,29,1422,6.2,11.9,.520,0.0,0.0,,6.2,11.9,.520,2.1,3.4,.617,4.2,6.5,10.7,1.7,1.0,1.3,2.3,4.9,14.4
284,Jamario Moon,SF,27,TOR,78,75,2166,4.6,9.6,.485,0.7,2.0,.328,4.0,7.5,.528,1.0,1.4,.741,1.5,6.5,8.0,1.5,1.3,1.8,0.8,2.5,11.0
285,Mikki Moore,PF,32,SAC,82,79,2385,4.3,7.4,.577,0.0,0.0,.000,4.3,7.4,.579,2.0,2.7,.736,2.4,5.0,7.5,1.3,0.5,0.7,1.7,4.7,10.5
286,Randolph Morris,C,22,NYK,18,2,181,4.2,11.5,.362,0.0,0.0,,4.2,11.5,.362,2.8,5.8,.483,2.4,5.0,7.4,0.4,0.8,0.4,1.8,7.4,11.1
287,Alonzo Mourning*,C,37,MIA,25,0,389,4.8,8.8,.547,0.0,0.0,,4.8,8.8,.547,4.2,7.0,.592,3.1,5.5,8.6,0.6,0.4,3.9,2.3,5.2,13.8
288,Troy Murphy,PF,27,IND,75,61,2106,5.4,11.8,.455,1.6,4.0,.398,3.8,7.8,.484,3.3,4.1,.797,1.8,7.4,9.3,2.8,0.8,0.5,1.6,3.7,15.7
