Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1,Precious Achiuwa,PF-C,24,TOT,74,18,1624,7.2,14.4,.501,0.8,3.0,.268,6.4,11.4,.562,2.1,3.4,.616,5.9,9.1,14.9,3.0,1.4,2.1,2.5,4.4,17.3,,114,112
1,Precious Achiuwa,C,24,TOR,25,0,437,8.6,18.8,.459,1.4,5.2,.277,7.2,13.6,.528,2.7,4.6,.571,5.5,9.5,15.0,4.9,1.8,1.3,3.2,4.4,21.3,,106,116
1,Precious Achiuwa,PF,24,NYK,49,18,1187,6.7,12.7,.525,0.6,2.1,.260,6.1,10.6,.578,1.9,3.0,.643,6.0,8.9,14.9,2.3,1.3,2.4,2.3,4.4,15.8,,118,111
2,Bam Adebayo,C,26,MIA,71,71,2416,10.9,21.0,.521,0.3,0.9,.357,10.6,20.1,.528,6.0,8.0,.755,3.3,11.9,15.2,5.7,1.7,1.4,3.3,3.3,28.2,,115,109
3,Ochai Agbaji,SG,23,TOT,78,28,1641,5.2,12.7,.411,1.8,6.2,.294,3.4,6.5,.523,1.1,1.6,.661,2.2,4.2,6.4,2.4,1.4,1.3,1.9,3.4,13.4,,102,121
3,Ochai Agbaji,SG,23,UTA,51,10,1003,5.1,12.0,.426,2.3,6.8,.331,2.8,5.1,.551,0.7,1.0,.750,1.7,4.4,6.1,2.3,1.3,1.4,1.6,3.2,13.2,,107,122
3,Ochai Agbaji,SG,23,TOR,27,18,638,5.4,13.9,.391,1.1,5.2,.217,4.3,8.7,.496,1.7,2.7,.611,3.0,3.9,6.8,2.7,1.5,1.1,2.3,3.9,13.7,,95,120
4,Santi Aldama,PF,23,MEM,61,35,1618,7.5,17.2,.435,3.2,9.2,.349,4.3,8.0,.534,1.6,2.6,.621,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,,109,114
5,Nickeil Alexander-Walker,SG,25,MIN,82,20,1921,6.1,13.8,.439,3.4,8.6,.391,2.7,5.2,.517,1.3,1.7,.800,0.9,3.4,4.3,5.2,1.6,1.1,2.0,3.7,16.9,,115,111
6,Grayson Allen,SG,28,PHO,75,74,2513,6.6,13.3,.499,4.0,8.6,.461,2.6,4.6,.570,2.5,2.9,.878,0.9,4.8,5.7,4.4,1.3,0.9,1.8,3.1,19.7,,130,117
7,Jarrett Allen,C,25,CLE,77,77,2442,10.5,16.6,.634,0.0,0.1,.000,10.5,16.4,.638,4.7,6.4,.742,4.9,11.5,16.4,4.2,1.1,1.6,2.4,3.0,25.7,,131,110
8,Timmy Allen,SF,24,MEM,5,0,125,2.3,9.0,.261,0.0,2.7,.000,2.3,6.3,.375,0.4,0.8,.500,1.6,5.1,6.6,2.0,1.6,0.0,0.8,7.0,5.1,,73,117
9,Jose Alvarado,PG,25,NOP,56,0,1028,6.8,16.5,.412,3.7,9.9,.377,3.1,6.6,.464,1.7,2.5,.673,1.2,4.9,6.1,5.6,2.8,0.7,1.9,4.2,18.9,,112,112
10,Kyle Anderson,PF,30,MIN,79,10,1782,5.5,12.0,.460,0.3,1.3,.229,5.2,10.7,.488,2.7,3.8,.708,1.7,5.9,7.6,9.2,2.0,1.3,2.5,3.6,14.0,,114,109
11,Giannis Antetokounmpo,PF,29,MIL,73,73,2567,15.7,25.6,.611,0.6,2.3,.274,15.0,23.3,.645,9.6,14.6,.657,3.7,12.1,15.7,8.9,1.6,1.5,4.7,3.9,41.6,,126,112
12,Thanasis Antetokounmpo,PF,31,MIL,34,0,155,5.0,9.3,.533,0.0,0.3,.000,5.0,9.0,.552,0.0,0.6,.000,2.2,1.9,4.0,5.3,2.2,1.2,4.3,7.4,9.9,,92,117
13,Cole Anthony,PG,23,ORL,81,0,1817,9.0,20.8,.435,2.5,7.5,.338,6.5,13.3,.490,4.9,5.9,.826,1.7,6.7,8.5,6.4,1.7,1.0,3.4,4.8,25.5,,110,111
14,OG Anunoby,SF,26,TOT,50,50,1702,8.2,16.7,.489,3.0,7.7,.382,5.2,9.0,.581,1.9,2.6,.753,1.4,4.7,6.0,3.1,2.0,1.0,2.3,3.4,21.2,,113,117
14,OG Anunoby,SF,26,TOR,27,27,900,8.4,17.2,.489,3.3,8.7,.374,5.2,8.5,.608,1.8,2.5,.717,1.3,4.4,5.7,3.9,1.5,0.7,2.3,3.3,21.9,,113,121
14,OG Anunoby,SF,26,NYK,23,23,802,7.9,16.1,.488,2.6,6.5,.394,5.3,9.6,.553,2.1,2.7,.791,1.4,5.0,6.4,2.2,2.5,1.4,2.4,3.6,20.4,,113,112
15,Ryan Arcidiacono,PG,29,NYK,20,0,45,0.0,6.7,.000,0.0,6.7,.000,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,4.5,2.2,0.0,2.2,5.6,0.0,,33,112
16,Deni Avdija,SF,23,WAS,75,75,2257,8.4,16.6,.506,1.8,4.9,.374,6.6,11.8,.560,4.2,5.7,.740,1.7,9.4,11.2,5.9,1.2,0.7,3.3,3.8,22.8,,112,119
17,Deandre Ayton,C,25,POR,55,55,1784,11.8,20.7,.570,0.0,0.3,.100,11.8,20.5,.576,1.8,2.2,.823,4.9,12.0,16.9,2.5,1.5,1.2,2.7,3.0,25.5,,115,114
18,Udoka Azubuike,C,24,PHO,16,0,113,6.9,9.9,.696,0.0,0.0,,6.9,9.9,.696,1.3,5.6,.231,4.8,9.1,13.8,1.3,0.4,2.6,1.7,7.3,15.1,,118,114
19,Ibou Badji,C,21,POR,22,1,226,3.1,4.8,.636,0.0,0.0,,3.1,4.8,.636,1.3,2.6,.500,4.4,6.8,11.1,2.8,0.7,4.4,3.3,10.0,7.4,,104,115
20,Marvin Bagley III,C,24,TOT,50,25,1053,10.8,18.4,.586,0.4,1.0,.391,10.3,17.3,.597,4.3,5.7,.762,5.8,8.2,14.0,2.5,0.9,1.5,2.7,3.6,26.2,,122,119
20,Marvin Bagley III,C,24,DET,26,10,478,10.8,18.2,.591,0.1,0.6,.167,10.7,17.6,.606,5.0,6.1,.820,4.6,7.2,11.9,2.7,0.5,1.4,2.9,4.0,26.7,,122,120
20,Marvin Bagley III,C,24,WAS,24,15,575,10.7,18.5,.581,0.7,1.4,.471,10.1,17.1,.590,3.7,5.3,.708,6.8,8.9,15.8,2.3,1.2,1.5,2.4,3.3,25.9,,123,118
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,Amari Bailey,PG,19,CHO,10,0,65,6.1,18.2,.333,0.8,6.1,.125,5.3,12.1,.438,4.6,5.3,.857,4.6,2.3,6.8,5.3,2.3,0.0,3.0,1.5,17.5,,96,122
22,Patrick Baldwin Jr.,SF,21,WAS,38,7,493,5.6,14.7,.381,2.9,9.2,.320,2.7,5.5,.483,1.8,2.7,.679,1.6,10.1,11.7,2.8,1.7,1.4,1.8,5.3,15.9,,100,116
23,LaMelo Ball,PG,22,CHO,22,22,711,12.7,29.4,.433,4.9,13.7,.355,7.8,15.7,.500,6.2,7.2,.865,2.0,5.8,7.8,12.2,2.8,0.3,5.8,5.5,36.5,,110,118
24,Mo Bamba,C,25,PHI,57,17,740,6.5,13.2,.490,1.7,4.3,.391,4.8,8.9,.537,2.3,3.3,.680,5.1,10.7,15.8,2.7,1.5,4.0,2.6,6.7,16.8,,116,109
25,Paolo Banchero,PF,21,ORL,80,80,2799,11.3,24.9,.455,2.1,6.2,.339,9.2,18.7,.493,7.2,9.9,.725,1.5,8.3,9.8,7.6,1.3,0.8,4.4,2.7,31.9,,109,112
26,Desmond Bane,SG,25,MEM,42,42,1443,12.2,26.3,.464,4.6,12.2,.381,7.6,14.1,.536,4.7,5.5,.870,1.2,5.0,6.3,7.8,1.5,0.7,3.8,4.1,33.8,,114,116
27,Dalano Banton,PG,24,TOT,54,9,1047,9.5,23.6,.404,2.8,9.4,.296,6.7,14.2,.475,4.4,5.7,.783,1.9,6.5,8.4,6.0,1.6,0.9,3.6,3.0,26.3,,103,117
27,Dalano Banton,PG,24,BOS,24,1,171,5.5,14.7,.373,0.6,4.6,.125,4.9,10.1,.486,4.6,5.8,.800,3.5,6.6,10.1,5.5,1.4,0.9,2.9,5.8,16.2,,106,113
27,Dalano Banton,PG,24,POR,30,8,876,10.3,25.3,.408,3.2,10.3,.311,7.1,15.0,.474,4.4,5.6,.780,1.6,6.4,8.1,6.1,1.6,1.0,3.8,2.5,28.2,,103,117
28,Dominick Barlow,PF,20,SAS,33,1,420,6.3,12.8,.496,0.3,1.0,.333,6.0,11.8,.510,3.3,4.7,.690,5.1,7.7,12.8,4.1,1.4,1.6,1.0,5.3,16.3,,125,116
29,Harrison Barnes,PF,31,SAC,82,82,2381,7.1,14.9,.474,3.0,7.9,.387,4.0,7.1,.571,3.2,4.0,.801,1.4,3.7,5.1,2.0,1.1,0.2,1.2,2.0,20.4,,122,119
30,Scottie Barnes,SG,22,TOR,60,60,2094,10.3,21.7,.475,2.3,6.8,.341,8.0,14.9,.536,4.5,5.8,.781,3.3,8.1,11.4,8.4,1.7,2.0,3.8,2.7,27.5,,114,116
31,RJ Barrett,SG,23,TOT,58,58,1838,11.7,23.5,.495,2.4,6.7,.360,9.3,16.8,.549,5.6,7.8,.715,1.4,7.0,8.4,5.2,0.8,0.6,3.4,3.5,31.3,,112,119
31,RJ Barrett,SG,23,NYK,26,26,766,10.8,25.5,.423,2.8,8.6,.331,8.0,17.0,.469,6.8,8.2,.831,1.3,6.1,7.3,4.1,0.8,0.6,3.1,3.0,31.2,,110,116
31,RJ Barrett,SG,23,TOR,32,32,1072,12.3,22.2,.553,2.1,5.4,.392,10.1,16.8,.605,4.7,7.5,.629,1.5,7.7,9.2,5.9,0.9,0.6,3.6,3.8,31.4,,114,120
32,Charles Bassey,C,23,SAS,19,0,205,6.7,9.3,.725,0.0,0.2,.000,6.7,9.0,.744,1.2,1.4,.833,5.3,12.3,17.6,4.9,1.9,3.9,3.5,7.2,14.6,,126,109
33,Emoni Bates,SF,20,CLE,15,0,133,5.6,18.2,.306,3.7,12.3,.303,1.9,5.9,.313,0.4,1.5,.250,0.4,4.8,5.2,3.7,0.4,0.7,3.0,1.9,15.2,,80,117
34,Keita Bates-Diop,SF,28,TOT,53,8,665,5.3,12.2,.434,1.5,5.1,.304,3.8,7.1,.526,2.4,3.1,.762,2.3,5.8,8.1,2.8,1.8,1.6,1.1,2.6,14.5,,116,114
34,Keita Bates-Diop,SF,28,PHO,39,8,597,5.2,12.3,.427,1.6,5.2,.313,3.6,7.0,.512,2.1,2.9,.722,2.5,5.8,8.3,2.8,1.8,1.6,1.1,2.7,14.2,,116,114
34,Keita Bates-Diop,SF,28,BRK,14,0,68,5.8,11.7,.500,0.7,3.6,.200,5.1,8.0,.636,4.4,4.4,1.000,0.7,5.8,6.6,2.9,2.2,1.5,1.5,1.5,16.8,,123,115
35,Nicolas Batum,PF,35,TOT,60,38,1529,3.7,8.2,.453,2.3,6.0,.395,1.4,2.3,.606,0.5,0.7,.714,2.3,5.7,8.0,4.1,1.5,1.2,1.3,3.5,10.3,,126,115
35,Nicolas Batum,PF,35,LAC,3,0,54,2.7,7.3,.375,1.8,6.4,.286,0.9,0.9,1.000,0.0,0.0,,0.0,6.4,6.4,4.6,2.7,3.7,0.9,4.6,7.3,,112,110
35,Nicolas Batum,PF,35,PHI,57,38,1475,3.8,8.3,.456,2.4,5.9,.399,1.4,2.3,.600,0.5,0.7,.714,2.3,5.7,8.0,4.1,1.5,1.1,1.3,3.5,10.4,,127,115
36,Darius Bazley,PF,23,TOT,9,0,152,5.7,9.5,.600,0.6,2.5,.250,5.1,7.0,.727,3.2,3.8,.833,2.5,6.4,8.9,2.2,1.9,2.2,2.5,1.0,15.3,,121,118
36,Darius Bazley,PF,23,PHI,3,0,10,0.0,4.9,.000,0.0,0.0,,0.0,4.9,.000,0.0,0.0,,0.0,4.9,4.9,9.8,0.0,0.0,4.9,0.0,0.0,,51,121
36,Darius Bazley,PF,23,UTA,6,0,142,6.1,9.9,.621,0.7,2.7,.250,5.4,7.1,.762,3.4,4.1,.833,2.7,6.5,9.2,1.7,2.0,2.4,2.4,1.0,16.3,,125,118
37,Bradley Beal,SG,30,PHO,53,53,1767,10.4,20.3,.513,2.8,6.5,.430,7.6,13.8,.552,3.0,3.7,.813,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,,117,117
38,Malik Beasley,SG,27,MIL,79,77,2337,6.6,14.8,.443,4.6,11.1,.413,2.0,3.7,.533,0.5,0.7,.714,0.8,5.1,6.0,2.2,1.2,0.2,1.1,3.2,18.3,,117,118
39,MarJon Beauchamp,SF,23,MIL,48,1,608,6.4,13.1,.488,2.4,5.9,.400,4.0,7.2,.560,1.5,2.2,.679,1.7,6.1,7.8,2.5,1.0,0.6,2.1,4.3,16.7,,111,118
40,Jules Bernard,SG,24,WAS,19,0,149,9.1,20.1,.453,3.5,9.1,.379,5.6,11.0,.514,1.6,2.8,.556,3.1,5.0,8.2,5.0,0.9,0.3,2.5,4.4,23.2,,109,122
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
41,Dāvis Bertāns,PF,31,TOT,43,1,674,6.7,17.1,.393,5.5,14.6,.380,1.2,2.5,.471,2.2,2.4,.909,0.7,3.8,4.5,2.6,1.9,0.9,1.3,4.1,21.2,,114,120
41,Dāvis Bertāns,PF,31,OKC,15,0,91,5.3,13.7,.385,5.3,12.7,.417,0.0,1.1,.000,7.4,7.9,.933,1.1,4.2,5.3,4.8,1.6,1.6,0.5,5.3,23.2,,146,114
41,Dāvis Bertāns,PF,31,CHO,28,1,583,6.9,17.6,.394,5.6,14.9,.375,1.4,2.7,.500,1.4,1.5,.889,0.6,3.7,4.3,2.2,1.9,0.8,1.4,3.9,20.8,,109,120
42,Patrick Beverley,PG,35,TOT,73,13,1462,5.3,12.6,.417,2.0,6.0,.337,3.2,6.6,.490,2.5,3.0,.822,1.6,6.3,8.0,7.1,1.4,1.0,2.2,4.3,15.0,,116,115
42,Patrick Beverley,PG,35,PHI,47,5,919,5.6,12.9,.432,1.9,5.8,.321,3.7,7.1,.523,2.7,3.4,.810,1.6,6.2,7.8,7.7,1.3,1.0,2.6,4.4,15.7,,115,116
42,Patrick Beverley,PG,35,MIL,26,8,543,4.8,12.2,.391,2.3,6.4,.361,2.5,5.8,.424,2.0,2.4,.852,1.7,6.6,8.3,6.0,1.7,1.2,1.4,4.0,13.9,,118,115
43,Saddiq Bey,SF,24,ATL,63,51,2062,6.7,16.2,.416,2.6,8.3,.316,4.1,7.9,.522,4.0,4.7,.837,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2.0,20.1,,120,121
44,Goga Bitadze,C,24,ORL,62,33,957,6.5,10.8,.603,0.1,0.7,.143,6.4,10.1,.636,2.9,4.5,.655,5.6,9.2,14.8,4.1,1.7,3.7,2.3,5.5,16.1,,128,107
45,Onuralp Bitim,SG,24,CHI,23,1,268,6.0,15.6,.381,2.2,8.2,.273,3.7,7.4,.500,0.7,0.9,.800,1.1,4.8,6.0,2.4,0.6,0.4,1.9,4.5,14.9,,94,121
46,Bismack Biyombo,C,31,TOT,40,27,791,4.6,8.1,.565,0.0,0.0,,4.6,8.1,.565,1.6,3.3,.481,3.8,9.1,12.9,3.3,0.7,2.3,2.6,5.5,10.7,,108,114
46,Bismack Biyombo,C,31,MEM,30,27,718,4.6,8.1,.563,0.0,0.0,,4.6,8.1,.563,1.5,3.1,.478,3.9,9.1,13.0,3.5,0.7,2.3,2.6,5.6,10.6,,108,114
46,Bismack Biyombo,C,31,OKC,10,0,73,4.6,7.9,.583,0.0,0.0,,4.6,7.9,.583,2.6,5.3,.500,3.3,8.6,11.9,1.3,0.7,2.0,2.6,4.6,11.9,,107,113
47,Anthony Black,PG,20,ORL,69,33,1164,4.9,10.5,.466,1.6,4.0,.394,3.3,6.5,.510,2.1,3.4,.613,1.4,4.5,5.9,3.9,1.5,0.9,2.4,4.7,13.4,,108,113
48,Leaky Black,SF,24,CHO,26,3,284,4.3,9.0,.481,1.6,3.5,.450,2.8,5.6,.500,1.7,2.6,.667,1.6,6.8,8.3,4.2,1.4,1.9,1.0,3.3,12.0,,124,119
49,Buddy Boeheim,SF,24,DET,10,0,84,5.2,16.6,.310,4.6,14.3,.320,0.6,2.3,.250,4.6,5.7,.800,1.7,4.0,5.7,1.7,0.0,0.6,0.0,2.9,19.5,,116,124
50,Bogdan Bogdanović,SG,31,ATL,79,33,2401,9.4,22.0,.428,4.8,12.8,.374,4.6,9.2,.503,3.0,3.3,.921,1.1,4.4,5.4,4.9,1.9,0.5,2.2,3.6,26.6,,116,120
51,Bojan Bogdanović,SF-PF,34,TOT,57,27,1478,10.2,22.6,.454,4.4,11.1,.398,5.8,11.5,.507,3.9,4.9,.785,0.7,4.3,5.0,3.2,1.0,0.2,3.3,3.1,28.8,,108,120
51,Bojan Bogdanović,PF,34,DET,28,27,921,10.4,22.2,.468,4.5,10.8,.415,5.9,11.4,.518,4.2,5.4,.779,0.7,4.2,4.9,3.7,1.2,0.2,3.3,3.0,29.5,,110,121
51,Bojan Bogdanović,SF,34,NYK,29,0,557,10.0,23.2,.430,4.3,11.5,.370,5.7,11.7,.488,3.3,4.1,.800,0.8,4.4,5.3,2.4,0.6,0.1,3.4,3.4,27.4,,104,118
52,Bol Bol,PF,24,PHO,43,0,469,9.7,15.7,.616,2.3,5.4,.423,7.4,10.3,.717,1.6,2.0,.789,3.3,10.9,14.3,1.8,1.0,2.6,2.0,4.4,23.2,,130,112
53,Marques Bolden,C,25,TOT,11,2,121,6.9,10.2,.680,0.0,0.4,.000,6.9,9.8,.708,1.2,1.6,.750,4.1,9.8,13.9,1.6,1.2,2.9,1.2,4.1,15.1,,136,116
53,Marques Bolden,C,25,MIL,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,32.0,32.0,0.0,0.0,0.0,0.0,16.0,0.0,,,106
53,Marques Bolden,C,25,CHO,9,2,118,7.1,10.5,.680,0.0,0.4,.000,7.1,10.0,.708,1.3,1.7,.750,4.2,9.2,13.4,1.7,1.3,2.9,1.3,3.8,15.5,,136,116
54,Devin Booker,PG,27,PHO,68,68,2447,12.8,26.0,.492,3.0,8.3,.364,9.8,17.7,.552,8.1,9.1,.886,1.1,5.0,6.1,9.4,1.2,0.6,3.6,4.1,36.7,,124,117
55,Brandon Boston Jr.,SF,22,LAC,32,0,345,9.3,23.0,.404,2.0,7.4,.269,7.3,15.6,.468,3.3,4.7,.697,2.7,4.7,7.4,1.9,1.6,1.1,3.4,5.7,23.9,,93,117
56,Chris Boucher,PF,31,TOR,50,0,705,7.5,14.9,.507,2.1,6.4,.330,5.4,8.4,.642,4.9,6.3,.772,4.2,9.9,14.2,1.6,1.0,1.6,1.9,4.7,22.1,,124,117
57,James Bouknight,SG,23,CHO,14,0,81,11.0,25.0,.439,7.9,18.3,.433,3.0,6.7,.455,0.6,1.2,.500,0.6,4.9,5.5,3.7,0.6,0.6,1.2,1.8,30.5,,115,123
58,Jamaree Bouyea,PG,24,TOT,9,0,95,5.1,14.3,.357,0.5,4.6,.111,4.6,9.7,.474,0.0,0.0,,1.5,8.2,9.7,5.6,0.5,0.0,4.6,5.1,10.7,,73,120
58,Jamaree Bouyea,PG,24,POR,6,0,57,4.3,18.2,.238,0.0,6.9,.000,4.3,11.3,.385,0.0,0.0,,1.7,6.9,8.7,6.9,0.0,0.0,6.9,2.6,8.7,,55,122
58,Jamaree Bouyea,PG,24,SAS,3,0,38,6.2,8.7,.714,1.2,1.2,1.000,5.0,7.5,.667,0.0,0.0,,1.2,10.0,11.2,3.7,1.2,0.0,1.2,8.7,13.7,,141,116
59,Malaki Branham,PG,20,SAS,75,29,1594,8.1,18.7,.432,2.8,8.0,.347,5.3,10.7,.494,1.6,1.9,.873,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,,101,121
60,Christian Braun,SG,22,DEN,82,4,1655,6.6,14.5,.460,1.9,4.9,.384,4.8,9.6,.498,2.8,4.0,.694,2.4,6.8,9.2,4.0,1.3,1.0,1.6,4.1,18.0,,116,114
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
61,Mikal Bridges,SF,27,BRK,82,82,2854,9.8,22.5,.436,3.8,10.3,.372,6.0,12.2,.490,4.5,5.5,.814,1.2,5.3,6.5,5.2,1.4,0.5,2.8,2.0,27.9,,112,118
62,Miles Bridges,SF,25,CHO,69,67,2581,10.7,23.1,.462,3.0,8.6,.349,7.7,14.5,.529,3.3,4.0,.825,1.4,8.3,9.7,4.4,1.2,0.6,2.6,2.3,27.7,,108,120
63,Oshae Brissett,SF,25,BOS,55,1,630,5.3,12.0,.444,1.2,4.3,.273,4.2,7.7,.541,3.9,6.5,.602,4.8,7.8,12.5,3.5,1.5,0.6,1.6,4.2,15.8,,121,112
64,Izaiah Brockington,PG,24,NOP,1,0,3,32.7,81.7,.400,0.0,16.3,.000,32.7,65.4,.500,0.0,0.0,,16.3,16.3,32.7,0.0,0.0,0.0,0.0,0.0,65.4,,93,113
65,Malcolm Brogdon,PG,31,POR,39,25,1121,9.6,21.8,.440,3.6,8.8,.412,6.0,13.1,.458,4.2,5.1,.819,1.2,5.3,6.5,9.4,1.2,0.4,2.6,2.6,27.0,,120,120
66,Armoni Brooks,PG,25,BRK,10,0,104,7.1,21.9,.326,5.2,15.2,.344,1.9,6.7,.286,0.5,1.0,.500,3.3,5.2,8.6,2.4,0.5,0.5,1.4,1.4,20.0,,98,120
67,Dillon Brooks,SF,28,HOU,72,72,2227,7.2,16.7,.428,2.9,8.1,.359,4.3,8.7,.492,2.7,3.2,.844,1.2,4.2,5.4,2.6,1.4,0.2,1.9,5.2,19.9,,109,116
68,Bruce Brown,PG-SG,27,TOT,67,44,1866,7.1,14.9,.478,1.4,4.2,.323,5.8,10.7,.538,3.0,3.6,.824,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,,113,120
68,Bruce Brown,SG,27,IND,33,33,981,7.2,15.1,.475,1.6,4.9,.327,5.6,10.2,.545,3.2,3.9,.817,1.2,6.2,7.4,4.8,1.7,0.4,2.0,3.9,19.1,,116,119
68,Bruce Brown,PG,27,TOR,34,11,885,7.0,14.6,.481,1.1,3.4,.317,5.9,11.2,.532,2.7,3.3,.833,1.5,5.6,7.1,5.0,1.3,0.5,2.5,3.7,17.9,,110,121
69,Charlie Brown Jr.,SG,26,NYK,8,0,37,2.7,13.6,.200,2.7,9.5,.286,0.0,4.1,.000,0.0,0.0,,1.4,1.4,2.7,0.0,0.0,2.7,2.7,6.8,8.2,,60,118
70,Greg Brown III,PF,22,DAL,6,0,40,6.0,13.2,.455,1.2,3.6,.333,4.8,9.6,.500,4.8,10.8,.444,3.6,7.2,10.8,4.8,0.0,4.8,4.8,6.0,18.0,,96,114
71,Jaylen Brown,SF,27,BOS,70,70,2343,13.2,26.5,.499,3.1,8.6,.354,10.2,17.8,.570,4.4,6.3,.703,1.8,6.4,8.2,5.3,1.8,0.8,3.5,3.9,34.0,,113,112
72,Kendall Brown,SG,20,IND,15,0,63,6.0,11.2,.533,0.0,1.5,.000,6.0,9.7,.615,3.7,6.0,.625,2.2,1.5,3.7,3.7,0.0,0.0,1.5,6.7,15.7,,119,126
73,Kobe Brown,PF,24,LAC,44,0,394,4.6,11.3,.411,1.8,6.0,.292,2.9,5.3,.548,0.1,0.3,.500,2.5,5.3,7.8,3.1,1.5,0.8,1.1,6.1,11.2,,111,117
74,Moses Brown,C,24,POR,22,5,200,8.1,16.0,.508,0.0,0.0,,8.1,16.0,.508,2.2,7.7,.290,9.1,12.1,21.2,1.7,1.2,1.7,2.7,6.7,18.5,,103,114
75,Troy Brown Jr.,SF,24,TOT,59,15,827,5.0,13.3,.372,2.8,8.3,.333,2.2,5.0,.435,1.9,2.2,.865,1.5,7.0,8.5,3.5,1.4,0.2,1.8,2.5,14.6,,105,115
75,Troy Brown Jr.,SF,24,MIN,37,3,410,6.3,14.2,.441,3.7,10.1,.369,2.5,4.1,.618,2.3,2.7,.864,1.7,7.0,8.7,4.2,1.0,0.2,2.2,3.1,18.6,,118,112
75,Troy Brown Jr.,SF,24,DET,22,12,417,3.7,12.5,.296,1.8,6.6,.281,1.8,5.9,.314,1.5,1.7,.867,1.3,7.0,8.3,2.9,1.8,0.1,1.4,1.8,10.7,,91,119
76,Jalen Brunson,PG,27,NYK,77,77,2726,14.6,30.5,.479,3.9,9.7,.401,10.7,20.8,.516,7.8,9.2,.847,0.8,4.3,5.1,9.6,1.3,0.2,3.4,2.7,40.9,,124,117
77,Thomas Bryant,C,26,MIA,38,4,441,9.7,16.9,.577,0.5,2.5,.182,9.3,14.4,.646,4.6,5.3,.872,4.5,11.4,16.0,2.6,1.1,1.8,2.4,5.2,24.5,,125,109
78,Kobe Bufkin,SG,20,ATL,17,0,196,8.3,22.5,.370,2.2,9.8,.225,6.1,12.7,.481,1.0,2.0,.500,1.5,6.6,8.1,6.6,1.7,1.2,2.4,4.9,19.8,,95,118
79,Reggie Bullock,SF,32,HOU,44,0,417,4.0,9.5,.415,3.1,7.8,.403,0.8,1.7,.467,0.1,0.1,1.000,0.7,7.8,8.5,1.7,1.4,0.6,1.2,3.4,11.2,,112,114
80,Alec Burks,SG,32,TOT,66,1,1212,8.4,22.9,.369,5.0,13.3,.376,3.5,9.6,.360,5.8,6.7,.868,1.0,5.1,6.0,3.5,1.1,0.5,1.9,3.0,27.7,,111,120
